Date,Time,Unit,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19
2025-08-19,22:13:22,C°,-0.31,0.13,-0.25,0.44,-0.25,0.38,1.0,1.0,0.81,1.19,-0.06,0.06,0.06,0.5,0.19,0.25,-0.19,0.25,0.13
2025-08-19,22:14:22,C°,-0.19,0.06,-0.25,0.44,-0.19,0.44,0.94,1.0,0.75,1.19,-0.06,0.06,0.06,0.5,0.19,0.25,-0.19,0.25,0.13
2025-08-19,22:15:22,C°,-0.19,0.13,-0.25,0.44,-0.19,0.44,1.0,1.0,0.75,1.19,-0.06,0.06,0.06,0.5,0.19,0.31,-0.19,0.25,0.19
2025-08-19,22:16:22,C°,-0.25,0.06,-0.25,0.44,-0.19,0.5,1.0,1.0,0.75,1.25,-0.06,0.06,0.06,0.5,0.19,0.31,-0.19,0.25,0.13
2025-08-19,22:17:22,C°,-0.31,0.13,-0.19,0.38,-0.19,0.5,1.0,1.0,0.75,1.25,-0.06,0.06,0.06,0.5,0.19,0.31,-0.19,0.25,0.19
2025-08-19,22:18:22,C°,-0.25,0.13,-0.25,0.44,-0.19,0.5,1.0,1.0,0.75,1.25,-0.06,0.06,0.06,0.5,0.19,0.31,-0.19,0.25,0.19
2025-08-19,22:19:22,C°,-0.31,0.06,-0.25,0.38,-0.19,0.5,1.0,1.0,0.75,1.25,-0.06,0.06,0.06,0.5,0.19,0.31,-0.19,0.25,0.19
2025-08-19,22:20:22,C°,-0.19,0.13,-0.25,0.44,-0.19,0.5,1.0,1.0,0.75,1.25,0.0,0.06,0.06,0.5,0.19,0.31,-0.19,0.25,0.13
2025-08-19,22:21:22,C°,-0.25,0.06,-0.25,0.44,-0.19,0.44,1.0,1.0,0.75,1.25,0.0,0.13,0.06,0.5,0.19,0.31,-0.19,0.25,0.19
2025-08-19,22:22:22,C°,-0.25,0.06,-0.25,0.44,-0.19,0.56,1.0,1.0,0.75,1.25,0.0,0.13,0.06,0.5,0.19,0.31,-0.19,0.25,0.13
2025-08-19,22:23:22,C°,-0.19,0.13,-0.25,0.44,-0.19,0.56,1.0,1.0,0.75,1.25,0.0,0.13,0.13,0.5,0.19,0.31,-0.19,0.25,0.13
2025-08-19,22:24:22,C°,-0.25,0.13,-0.19,0.44,-0.19,0.56,1.0,1.06,0.75,1.25,0.0,0.06,0.06,0.5,0.19,0.38,-0.19,0.25,0.19
2025-08-19,22:25:22,C°,-0.25,0.06,-0.25,0.44,-0.19,0.5,1.0,1.0,0.75,1.06,0.0,0.13,0.06,0.56,0.19,0.38,-0.19,0.25,0.13
2025-08-19,22:26:22,C°,-0.19,0.13,-0.19,0.44,-0.13,0.5,1.06,1.06,0.75,1.25,-0.06,0.06,0.06,0.56,0.19,0.38,-0.19,0.25,0.13
2025-08-19,22:27:22,C°,-0.19,0.13,-0.19,0.44,-0.19,0.5,1.06,1.0,0.75,1.25,0.0,0.06,0.06,0.5,0.19,0.38,-0.19,0.25,0.13
2025-08-19,22:28:22,C°,-0.19,0.13,-0.31,0.38,-0.19,0.5,1.06,1.0,0.81,1.25,0.0,0.06,0.06,0.56,0.19,0.38,-0.19,0.25,0.13
2025-08-19,22:29:22,C°,-0.25,0.13,-0.25,0.38,-0.19,0.5,1.06,1.06,0.81,1.25,0.0,0.06,0.06,0.56,0.25,0.38,-0.19,0.25,0.13
2025-08-19,22:30:22,C°,-0.31,0.06,-0.25,0.38,-0.19,0.5,1.06,1.0,0.75,1.31,0.0,0.13,0.06,0.56,0.19,0.38,-0.19,0.31,0.13
2025-08-19,22:31:22,C°,-0.19,0.13,-0.25,0.38,-0.13,0.56,1.06,1.0,0.75,1.31,0.0,0.13,0.06,0.56,0.25,0.38,-0.19,0.25,0.13
2025-08-19,22:32:22,C°,-0.25,0.13,-0.25,0.44,-0.13,0.56,1.13,1.13,0.81,1.31,0.0,0.13,0.06,0.56,0.25,0.38,-0.19,0.31,0.13
2025-08-19,22:33:22,C°,-0.19,0.13,-0.25,0.44,-0.13,0.56,1.06,1.06,0.75,1.31,0.0,0.13,0.06,0.56,0.25,0.38,-0.19,0.31,0.13
2025-08-19,22:34:22,C°,-0.19,0.13,-0.19,0.44,-0.13,0.56,1.13,1.06,0.81,1.31,0.0,0.06,0.06,0.56,0.25,0.38,-0.19,0.31,0.13
2025-08-19,22:35:22,C°,-0.31,0.13,-0.19,0.44,-0.13,0.56,1.13,1.13,0.75,1.31,0.0,0.13,0.06,0.56,0.25,0.44,-0.19,0.31,0.13
2025-08-19,22:36:22,C°,-0.19,0.13,-0.19,0.44,-0.13,0.56,1.13,1.06,0.81,1.31,0.0,0.13,0.13,0.56,0.25,0.44,-0.19,0.31,0.13
2025-08-19,22:37:22,C°,-0.19,0.13,-0.25,0.5,-0.13,0.56,1.06,1.13,0.81,1.13,0.0,0.13,0.13,0.56,0.25,0.44,-0.19,0.31,0.13
2025-08-19,22:38:22,C°,-0.19,0.06,-0.19,0.44,-0.19,0.63,1.13,1.06,0.88,1.38,0.0,0.13,0.13,0.56,0.25,0.44,-0.19,0.31,0.13
2025-08-19,22:39:22,C°,-0.19,0.06,-0.19,0.44,-0.13,0.63,1.13,1.06,0.88,1.38,0.0,0.13,0.13,0.56,0.25,0.44,-0.19,0.31,0.13
2025-08-19,22:40:22,C°,-0.19,0.13,-0.25,0.5,-0.13,0.63,1.13,1.06,0.81,1.31,0.0,0.13,0.13,0.56,0.25,0.44,-0.19,0.31,0.13
2025-08-19,22:41:22,C°,-0.19,0.13,-0.19,0.44,-0.06,0.63,1.13,1.13,0.88,1.44,0.0,0.13,0.13,0.56,0.25,0.44,-0.19,0.31,0.13
2025-08-19,22:42:22,C°,-0.19,0.13,-0.19,0.44,-0.06,0.63,1.19,1.13,0.88,1.38,0.0,0.13,0.13,0.56,0.25,0.44,-0.19,0.31,0.13
2025-08-19,22:43:22,C°,-0.19,0.13,-0.19,0.5,-0.06,0.63,1.13,1.13,0.81,1.38,0.0,0.13,0.13,0.56,0.25,0.44,-0.19,0.31,0.13
2025-08-19,22:44:22,C°,-0.25,0.06,-0.19,0.44,-0.06,0.56,1.19,1.13,0.81,1.38,0.0,0.13,0.13,0.56,0.25,0.44,-0.19,0.31,0.13
2025-08-19,22:45:22,C°,-0.25,0.13,-0.19,0.5,-0.06,0.63,1.13,1.19,0.81,1.38,0.0,0.13,0.13,0.63,0.25,0.5,-0.19,0.31,0.13
2025-08-19,22:46:22,C°,-0.19,0.13,-0.19,0.5,-0.13,0.63,1.19,1.13,0.88,1.38,0.0,0.13,0.13,0.56,0.31,0.5,-0.19,0.31,0.13
2025-08-19,22:47:22,C°,-0.19,0.13,-0.19,0.5,-0.06,0.63,1.19,1.13,0.81,1.25,0.0,0.13,0.13,0.56,0.25,0.5,-0.19,0.38,0.13
2025-08-19,22:48:22,C°,-0.25,0.13,-0.25,0.5,-0.06,0.63,1.19,1.13,0.88,1.44,0.0,0.13,0.13,0.56,0.31,0.5,-0.19,0.31,0.13
2025-08-19,22:49:22,C°,-0.31,0.06,-0.19,0.5,-0.13,0.63,1.19,1.13,0.88,1.38,0.0,0.13,0.13,0.63,0.31,0.5,-0.19,0.38,0.19
2025-08-19,22:50:22,C°,-0.25,0.13,-0.19,0.5,-0.06,0.63,1.19,1.13,0.94,1.38,0.0,0.13,0.13,0.63,0.31,0.5,-0.13,0.38,0.19
2025-08-19,22:51:22,C°,-0.19,0.13,-0.25,0.5,-0.06,0.63,1.19,1.13,0.81,1.38,0.0,0.13,0.13,0.63,0.31,0.5,-0.19,0.38,0.19
2025-08-19,22:52:22,C°,-0.25,0.13,-0.25,0.5,0.0,0.63,1.19,1.19,0.88,1.44,0.0,0.13,0.13,0.63,0.31,0.5,-0.19,0.38,0.25
2025-08-19,22:53:22,C°,-0.25,0.13,-0.19,0.44,0.0,0.69,1.19,1.19,0.88,1.38,0.0,0.13,0.13,0.63,0.31,0.5,-0.19,0.38,0.25
2025-08-19,22:54:22,C°,-0.25,0.13,-0.25,0.44,-0.06,0.69,1.19,1.13,0.94,1.38,0.0,0.13,0.13,0.63,0.31,0.56,-0.13,0.38,0.25
2025-08-19,22:55:22,C°,-0.19,0.13,-0.25,0.5,0.0,0.63,1.25,1.19,0.94,1.44,0.06,0.13,0.13,0.63,0.31,0.56,-0.13,0.38,0.25
2025-08-19,22:56:22,C°,-0.19,0.13,-0.19,0.5,0.0,0.69,1.25,1.19,0.88,1.44,0.0,0.13,0.13,0.63,0.31,0.56,-0.13,0.38,0.25
2025-08-19,22:57:22,C°,-0.19,0.13,-0.19,0.5,0.0,0.69,1.25,1.13,0.88,1.38,0.06,0.13,0.13,0.63,0.31,0.56,-0.13,0.38,0.25
2025-08-19,22:58:22,C°,-0.19,0.13,-0.25,0.5,0.0,0.69,1.25,1.19,0.88,1.44,0.06,0.13,0.13,0.63,0.31,0.56,-0.19,0.38,0.25
2025-08-19,22:59:22,C°,-0.25,0.13,-0.25,0.5,0.0,0.69,1.25,1.25,0.88,1.44,0.0,0.13,0.13,0.63,0.31,0.56,-0.13,0.38,0.31
2025-08-19,23:00:22,C°,-0.31,0.13,-0.25,0.5,0.0,0.69,1.25,1.19,0.88,1.44,0.06,0.13,0.13,0.63,0.38,0.56,-0.19,0.38,0.31
2025-08-19,23:01:22,C°,-0.19,0.13,-0.19,0.5,0.0,0.69,1.25,1.19,0.88,1.44,0.06,0.13,0.13,0.63,0.38,0.56,-0.13,0.38,0.31
2025-08-19,23:02:22,C°,-0.19,0.13,-0.25,0.56,0.0,0.69,1.25,1.25,0.88,1.44,0.06,0.13,0.13,0.63,0.38,0.63,-0.13,0.38,0.38
2025-08-19,23:03:22,C°,-0.13,0.13,-0.25,0.5,0.0,0.75,1.25,1.19,0.88,1.44,0.06,0.13,0.13,0.63,0.38,0.63,-0.13,0.38,0.38
2025-08-19,23:04:22,C°,-0.25,0.13,-0.19,0.44,0.06,0.69,1.25,1.25,0.88,1.44,0.06,0.13,0.13,0.63,0.38,0.63,-0.13,0.38,0.38
2025-08-19,23:05:22,C°,-0.19,0.13,-0.19,0.44,0.0,0.75,1.25,1.19,0.94,1.44,0.06,0.13,0.13,0.63,0.38,0.63,-0.13,0.38,0.38
2025-08-19,23:06:22,C°,-0.19,0.13,-0.19,0.5,0.0,0.75,1.31,1.25,0.88,1.44,0.06,0.13,0.13,0.63,0.38,0.63,-0.13,0.38,0.44
2025-08-19,23:07:22,C°,-0.19,0.13,-0.19,0.5,0.0,0.75,1.25,1.25,0.88,1.44,0.06,0.13,0.13,0.69,0.38,0.63,-0.13,0.44,0.38
2025-08-19,23:08:22,C°,-0.25,0.13,-0.25,0.5,0.0,0.69,1.25,1.25,0.94,1.44,0.06,0.13,0.13,0.69,0.38,0.63,-0.13,0.44,0.44
2025-08-19,23:09:22,C°,-0.19,0.13,-0.19,0.5,0.0,0.75,1.31,1.25,0.94,1.5,0.06,0.13,0.13,0.69,0.38,0.63,-0.13,0.44,0.44
2025-08-19,23:10:22,C°,-0.19,0.13,-0.19,0.5,0.06,0.69,1.31,1.25,0.94,1.31,0.06,0.19,0.19,0.69,0.38,0.63,-0.13,0.44,0.44
2025-08-19,23:11:22,C°,-0.19,0.13,-0.19,0.5,0.06,0.75,1.31,1.25,0.94,1.44,0.06,0.13,0.13,0.69,0.38,0.63,-0.13,0.44,0.5
2025-08-19,23:12:22,C°,-0.19,0.13,-0.19,0.5,0.06,0.75,1.31,1.25,0.94,1.5,0.06,0.19,0.13,0.69,0.44,0.63,-0.13,0.44,0.5
2025-08-19,23:13:22,C°,-0.25,0.13,-0.19,0.5,0.06,0.75,1.31,1.25,0.88,1.5,0.06,0.13,0.13,0.69,0.44,0.69,-0.13,0.44,0.5
2025-08-19,23:14:22,C°,-0.19,0.13,-0.19,0.5,0.06,0.69,1.31,1.25,0.94,1.5,0.06,0.13,0.13,0.69,0.44,0.69,-0.13,0.44,0.5
2025-08-19,23:15:22,C°,-0.19,0.13,-0.19,0.5,0.13,0.75,1.38,1.31,0.94,1.5,0.06,0.13,0.13,0.69,0.44,0.69,-0.13,0.44,0.5
2025-08-19,23:16:22,C°,-0.25,0.13,-0.19,0.5,0.06,0.69,1.31,1.31,1.0,1.5,0.06,0.13,0.13,0.69,0.44,0.69,-0.13,0.44,0.5
2025-08-19,23:17:22,C°,-0.19,0.13,-0.19,0.5,0.06,0.75,1.31,1.25,0.94,1.56,0.06,0.13,0.19,0.69,0.44,0.69,-0.13,0.44,0.5
2025-08-19,23:18:22,C°,-0.19,0.13,-0.19,0.56,0.06,0.69,1.31,1.25,1.0,1.5,0.06,0.13,0.19,0.69,0.44,0.69,-0.13,0.44,0.5
2025-08-19,23:19:22,C°,-0.25,0.13,-0.19,0.5,0.13,0.75,1.31,1.25,0.94,1.5,0.06,0.13,0.19,0.69,0.44,0.69,-0.13,0.44,0.5
2025-08-19,23:20:22,C°,-0.19,0.13,-0.19,0.5,0.06,0.75,1.31,1.31,1.0,1.5,0.06,0.13,0.19,0.69,0.44,0.69,-0.13,0.44,0.56
2025-08-19,23:21:22,C°,-0.19,0.13,-0.19,0.5,0.13,0.75,1.31,1.31,0.94,1.5,0.06,0.13,0.13,0.69,0.44,0.69,-0.13,0.5,0.5
2025-08-19,23:22:22,C°,-0.19,0.13,-0.19,0.56,0.06,0.75,1.38,1.25,1.0,1.5,0.06,0.19,0.19,0.69,0.44,0.69,-0.13,0.44,0.5
2025-08-19,23:23:22,C°,-0.19,0.13,-0.19,0.5,0.06,0.75,1.31,1.25,1.0,1.44,0.06,0.19,0.19,0.69,0.44,0.69,-0.13,0.44,0.5
2025-08-19,23:24:22,C°,-0.19,0.13,-0.19,0.56,0.13,0.75,1.38,1.25,0.94,1.56,0.06,0.19,0.19,0.69,0.44,0.69,-0.13,0.44,0.56
2025-08-19,23:25:22,C°,-0.25,0.13,-0.19,0.56,0.13,0.75,1.38,1.25,1.0,1.56,0.06,0.13,0.19,0.69,0.5,0.69,-0.13,0.5,0.56
2025-08-19,23:26:22,C°,-0.19,0.13,-0.13,0.56,0.06,0.75,1.38,1.31,0.94,1.5,0.06,0.13,0.19,0.69,0.5,0.69,-0.13,0.44,0.56
2025-08-19,23:27:22,C°,-0.13,0.19,-0.19,0.56,0.13,0.81,1.31,1.31,1.0,1.5,0.06,0.13,0.19,0.75,0.5,0.69,-0.13,0.5,0.56
2025-08-19,23:28:22,C°,-0.13,0.19,-0.13,0.56,0.06,0.69,1.38,1.38,0.94,1.56,0.06,0.19,0.19,0.69,0.44,0.69,-0.13,0.5,0.56
2025-08-19,23:29:22,C°,-0.25,0.19,-0.19,0.56,0.13,0.75,1.38,1.25,0.94,1.56,0.06,0.19,0.19,0.69,0.44,0.69,-0.13,0.5,0.56
2025-08-19,23:30:22,C°,-0.25,0.19,-0.19,0.56,0.13,0.75,1.38,1.31,1.0,1.5,0.06,0.19,0.19,0.69,0.44,0.75,-0.13,0.5,0.56
2025-08-19,23:31:22,C°,-0.25,0.13,-0.13,0.56,0.13,0.81,1.38,1.31,0.94,1.5,0.06,0.13,0.19,0.69,0.5,0.75,-0.13,0.5,0.56
2025-08-19,23:32:22,C°,-0.19,0.19,-0.19,0.56,0.13,0.75,1.38,1.31,1.0,1.56,0.06,0.19,0.19,0.75,0.5,0.75,-0.13,0.5,0.56
2025-08-19,23:33:22,C°,-0.13,0.19,-0.19,0.5,0.13,0.75,1.38,1.31,1.0,1.56,0.06,0.19,0.19,0.75,0.5,0.75,-0.13,0.5,0.56
2025-08-19,23:34:22,C°,-0.19,0.19,-0.13,0.56,0.13,0.81,1.44,1.31,1.0,1.56,0.06,0.19,0.19,0.75,0.5,0.75,-0.13,0.5,0.56
2025-08-19,23:35:22,C°,-0.25,0.19,-0.19,0.56,0.13,0.75,1.44,1.31,1.0,1.5,0.06,0.19,0.19,0.75,0.5,0.75,-0.13,0.5,0.56
2025-08-19,23:36:22,C°,-0.25,0.19,-0.19,0.56,0.19,0.75,1.38,1.31,1.0,1.56,0.06,0.19,0.19,0.75,0.5,0.75,-0.13,0.5,0.56
2025-08-19,23:37:22,C°,-0.13,0.19,-0.13,0.56,0.13,0.81,1.38,1.31,0.94,1.56,0.06,0.19,0.19,0.75,0.5,0.75,-0.13,0.5,0.56
2025-08-19,23:38:22,C°,-0.19,0.19,-0.13,0.5,0.13,0.75,1.44,1.31,1.0,1.56,0.06,0.19,0.19,0.75,0.56,0.75,-0.13,0.5,0.56
2025-08-19,23:39:22,C°,-0.19,0.19,-0.13,0.56,0.13,0.75,1.38,1.38,1.0,1.56,0.06,0.19,0.19,0.75,0.56,0.75,-0.13,0.5,0.56
2025-08-19,23:40:22,C°,-0.13,0.19,-0.19,0.56,0.13,0.75,1.44,1.31,1.0,1.56,0.06,0.19,0.19,0.75,0.56,0.75,-0.13,0.5,0.63
2025-08-19,23:41:22,C°,-0.25,0.13,-0.13,0.56,0.13,0.75,1.38,1.31,1.0,1.56,0.06,0.19,0.19,0.75,0.56,0.75,-0.13,0.5,0.63
2025-08-19,23:42:22,C°,-0.25,0.19,-0.19,0.5,0.13,0.81,1.44,1.31,1.0,1.56,0.13,0.19,0.19,0.75,0.56,0.75,-0.13,0.5,0.63
2025-08-19,23:43:22,C°,-0.25,0.19,-0.13,0.56,0.13,0.75,1.44,1.31,1.0,1.5,0.06,0.19,0.19,0.75,0.56,0.75,-0.13,0.5,0.63
2025-08-19,23:44:22,C°,-0.19,0.19,-0.13,0.5,0.13,0.69,1.44,1.31,1.0,1.56,0.13,0.19,0.19,0.75,0.56,0.75,-0.13,0.5,0.63
2025-08-19,23:45:22,C°,-0.19,0.25,-0.13,0.56,0.13,0.75,1.44,1.38,1.0,1.56,0.13,0.19,0.19,0.75,0.56,0.75,-0.13,0.5,0.63
2025-08-19,23:46:22,C°,-0.25,0.25,-0.19,0.5,0.13,0.75,1.44,1.31,1.0,1.44,0.06,0.19,0.19,0.75,0.56,0.81,-0.13,0.5,0.63
2025-08-19,23:47:22,C°,-0.19,0.19,-0.13,0.44,0.13,0.69,1.44,1.31,0.94,1.5,0.06,0.19,0.19,0.75,0.56,0.75,-0.13,0.56,0.63
2025-08-19,23:48:22,C°,-0.13,0.25,-0.19,0.56,0.13,0.69,1.44,1.31,1.0,1.63,0.13,0.19,0.19,0.75,0.56,0.81,-0.13,0.56,0.63
2025-08-19,23:49:22,C°,-0.25,0.19,-0.19,0.56,0.13,0.75,1.44,1.25,1.0,1.63,0.13,0.19,0.19,0.75,0.56,0.81,-0.13,0.56,0.63
2025-08-19,23:50:22,C°,-0.19,0.19,-0.19,0.5,0.13,0.75,1.5,1.31,1.0,1.56,0.13,0.19,0.19,0.75,0.56,0.81,-0.13,0.56,0.63
2025-08-19,23:51:22,C°,-0.13,0.25,-0.13,0.5,0.06,0.81,1.5,1.31,1.0,1.63,0.13,0.19,0.19,0.75,0.56,0.81,-0.13,0.56,0.63
2025-08-19,23:52:22,C°,-0.06,0.25,-0.19,0.5,0.19,0.75,1.44,1.31,1.0,1.56,0.13,0.19,0.19,0.75,0.56,0.81,-0.13,0.56,0.69
2025-08-19,23:53:22,C°,-0.06,0.19,-0.13,0.5,0.19,0.75,1.44,1.31,1.0,1.56,0.13,0.19,0.19,0.75,0.56,0.81,-0.13,0.56,0.63
2025-08-19,23:54:22,C°,-0.25,0.19,-0.13,0.56,0.13,0.75,1.5,1.31,1.0,1.56,0.13,0.19,0.19,0.75,0.63,0.81,-0.13,0.56,0.63
2025-08-19,23:55:22,C°,-0.13,0.25,-0.19,0.5,0.13,0.81,1.44,1.31,1.0,1.63,0.13,0.19,0.19,0.75,0.63,0.81,-0.13,0.56,0.63
2025-08-19,23:56:22,C°,-0.13,0.19,-0.19,0.56,0.13,0.75,1.44,1.31,1.0,1.56,0.13,0.19,0.19,0.75,0.56,0.81,-0.13,0.56,0.63
2025-08-19,23:57:22,C°,-0.25,0.25,-0.19,0.56,0.13,0.75,1.44,1.31,1.0,1.56,0.13,0.19,0.19,0.75,0.56,0.81,-0.06,0.56,0.63
2025-08-19,23:58:22,C°,-0.19,0.25,-0.13,0.56,0.13,0.81,1.44,1.31,1.0,1.56,0.13,0.19,0.19,0.75,0.63,0.81,-0.13,0.56,0.63
2025-08-19,23:59:22,C°,-0.13,0.19,-0.19,0.56,0.13,0.81,1.5,1.31,1.0,1.63,0.13,0.19,0.19,0.75,0.63,0.81,-0.13,0.56,0.63
2025-08-20,00:00:22,C°,-0.13,0.25,-0.19,0.5,0.13,0.88,1.44,1.31,1.0,1.5,0.13,0.19,0.19,0.75,0.63,0.81,-0.13,0.56,0.69
2025-08-20,00:01:22,C°,-0.13,0.19,-0.13,0.56,0.19,0.88,1.44,1.31,1.06,1.56,0.13,0.19,0.19,0.75,0.63,0.81,-0.13,0.56,0.69
2025-08-20,00:02:22,C°,-0.25,0.25,-0.13,0.56,0.19,0.81,1.5,1.31,1.06,1.38,0.13,0.19,0.19,0.75,0.63,0.81,-0.13,0.56,0.69
2025-08-20,00:03:22,C°,-0.19,0.25,-0.19,0.56,0.13,0.81,1.44,1.31,1.0,1.56,0.13,0.19,0.19,0.75,0.63,0.81,-0.13,0.56,0.69
2025-08-20,00:04:22,C°,-0.13,0.25,-0.13,0.56,0.13,0.81,1.5,1.31,1.0,1.56,0.13,0.19,0.19,0.75,0.63,0.81,-0.06,0.56,0.69
2025-08-20,00:05:22,C°,-0.19,0.25,-0.13,0.56,0.19,0.81,1.5,1.31,1.0,1.56,0.13,0.19,0.19,0.75,0.63,0.81,-0.13,0.56,0.69
2025-08-20,00:06:22,C°,-0.19,0.25,-0.19,0.56,0.19,0.75,1.44,1.38,1.0,1.5,0.13,0.19,0.19,0.75,0.63,0.81,-0.06,0.56,0.69
2025-08-20,00:07:22,C°,-0.25,0.25,-0.19,0.56,0.13,0.81,1.5,1.25,1.0,1.56,0.13,0.19,0.19,0.75,0.63,0.81,-0.06,0.56,0.69
2025-08-20,00:08:22,C°,-0.13,0.25,-0.19,0.5,0.13,0.75,1.5,1.25,0.94,1.56,0.13,0.19,0.25,0.75,0.69,0.81,-0.06,0.56,0.69
2025-08-20,00:09:22,C°,-0.13,0.25,-0.19,0.56,0.13,0.81,1.5,1.31,0.94,1.56,0.13,0.19,0.19,0.81,0.63,0.88,-0.13,0.56,0.69
2025-08-20,00:10:22,C°,-0.19,0.25,-0.13,0.56,0.19,0.75,1.44,1.31,1.0,1.56,0.13,0.19,0.19,0.75,0.63,0.81,-0.13,0.56,0.69
2025-08-20,00:11:22,C°,-0.25,0.19,-0.19,0.56,0.13,0.81,1.44,1.31,1.0,1.56,0.13,0.19,0.19,0.75,0.69,0.81,-0.13,0.56,0.69
2025-08-20,00:12:22,C°,-0.19,0.25,-0.13,0.56,0.19,0.75,1.44,1.31,1.0,1.56,0.13,0.19,0.19,0.75,0.63,0.81,-0.06,0.63,0.69
2025-08-20,00:13:22,C°,-0.13,0.25,-0.13,0.5,0.19,0.81,1.44,1.31,1.0,1.56,0.13,0.19,0.25,0.75,0.63,0.81,-0.06,0.63,0.69
2025-08-20,00:14:22,C°,-0.13,0.25,-0.13,0.56,0.19,0.81,1.5,1.38,1.06,1.56,0.13,0.19,0.25,0.75,0.69,0.81,-0.06,0.56,0.69
2025-08-20,00:15:22,C°,-0.19,0.25,-0.13,0.56,0.13,0.75,1.5,1.31,1.0,1.56,0.13,0.19,0.19,0.75,0.69,0.81,-0.06,0.56,0.69
2025-08-20,00:16:22,C°,-0.13,0.25,-0.19,0.63,0.13,0.81,1.5,1.38,1.0,1.56,0.13,0.19,0.25,0.81,0.69,0.81,-0.13,0.63,0.69
2025-08-20,00:17:22,C°,-0.13,0.25,-0.13,0.5,0.19,0.75,1.44,1.31,1.0,1.63,0.13,0.19,0.25,0.81,0.69,0.81,-0.06,0.63,0.69
2025-08-20,00:18:22,C°,-0.19,0.31,-0.13,0.56,0.19,0.81,1.5,1.38,1.0,1.56,0.13,0.19,0.25,0.81,0.69,0.81,-0.06,0.63,0.69
2025-08-20,00:19:22,C°,-0.25,0.25,-0.13,0.56,0.19,0.81,1.44,1.38,0.94,1.56,0.13,0.19,0.25,0.81,0.69,0.81,-0.06,0.63,0.69
2025-08-20,00:20:22,C°,-0.13,0.25,-0.13,0.63,0.13,0.81,1.44,1.38,1.0,1.5,0.13,0.19,0.25,0.81,0.69,0.88,-0.06,0.63,0.69
2025-08-20,00:21:22,C°,-0.25,0.25,-0.13,0.63,0.19,0.75,1.44,1.38,1.0,1.56,0.13,0.19,0.19,0.81,0.69,0.88,-0.06,0.63,0.69
2025-08-20,00:22:22,C°,-0.19,0.31,-0.13,0.56,0.19,0.75,1.44,1.31,1.0,1.56,0.13,0.19,0.25,0.81,0.69,0.88,-0.06,0.63,0.69
2025-08-20,00:23:22,C°,-0.19,0.31,-0.19,0.56,0.19,0.75,1.5,1.38,1.0,1.56,0.13,0.19,0.25,0.81,0.69,0.88,-0.06,0.63,0.69
2025-08-20,00:24:22,C°,-0.19,0.31,-0.13,0.56,0.19,0.81,1.5,1.38,0.94,1.56,0.13,0.19,0.25,0.81,0.69,0.88,-0.06,0.63,0.69
2025-08-20,00:25:22,C°,-0.25,0.31,-0.13,0.63,0.19,0.81,1.5,1.38,1.0,1.56,0.13,0.19,0.25,0.81,0.69,0.88,-0.06,0.63,0.69
2025-08-20,00:26:22,C°,-0.13,0.25,-0.13,0.56,0.19,0.81,1.44,1.38,1.0,1.56,0.13,0.25,0.25,0.81,0.69,0.88,-0.06,0.63,0.69
2025-08-20,00:27:22,C°,-0.13,0.31,-0.13,0.56,0.19,0.81,1.5,1.38,1.06,1.56,0.13,0.19,0.25,0.81,0.69,0.88,-0.06,0.63,0.69
2025-08-20,00:28:22,C°,-0.13,0.31,-0.13,0.56,0.19,0.75,1.5,1.31,1.0,1.56,0.13,0.19,0.25,0.81,0.75,0.88,-0.06,0.63,0.69
2025-08-20,00:29:22,C°,-0.13,0.31,-0.13,0.56,0.25,0.81,1.44,1.31,1.0,1.63,0.13,0.19,0.25,0.81,0.75,0.88,-0.06,0.63,0.75
2025-08-20,00:30:22,C°,-0.19,0.31,-0.13,0.63,0.25,0.81,1.5,1.31,1.0,1.56,0.13,0.19,0.25,0.81,0.75,0.88,-0.06,0.63,0.69
2025-08-20,00:31:22,C°,-0.19,0.31,-0.06,0.63,0.19,0.75,1.44,1.38,1.0,1.44,0.13,0.25,0.25,0.81,0.75,0.88,-0.06,0.63,0.69
2025-08-20,00:32:22,C°,-0.13,0.31,-0.13,0.63,0.25,0.81,1.5,1.38,1.0,1.5,0.13,0.19,0.25,0.81,0.75,0.88,-0.06,0.69,0.75
2025-08-20,00:33:22,C°,-0.13,0.31,-0.13,0.63,0.25,0.81,1.5,1.38,1.0,1.56,0.13,0.19,0.25,0.81,0.75,0.88,-0.06,0.69,0.75
2025-08-20,00:34:22,C°,-0.25,0.25,-0.13,0.63,0.25,0.75,1.5,1.38,1.0,1.63,0.13,0.19,0.25,0.81,0.75,0.94,-0.06,0.69,0.69
2025-08-20,00:35:22,C°,-0.13,0.31,-0.13,0.63,0.25,0.75,1.5,1.38,1.0,1.63,0.19,0.19,0.25,0.81,0.75,0.88,-0.06,0.69,0.75
2025-08-20,00:36:22,C°,-0.19,0.31,-0.13,0.69,0.25,0.81,1.5,1.38,1.0,1.63,0.19,0.25,0.25,0.81,0.75,0.88,-0.06,0.69,0.75
2025-08-20,00:37:22,C°,-0.25,0.31,-0.13,0.63,0.19,0.81,1.5,1.44,1.0,1.63,0.13,0.19,0.25,0.81,0.81,0.88,-0.06,0.69,0.75
2025-08-20,00:38:22,C°,-0.19,0.31,-0.13,0.69,0.25,0.81,1.5,1.38,1.06,1.63,0.19,0.19,0.25,0.81,0.81,0.94,-0.06,0.69,0.75
