Date,Time,Unit,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19
2025-08-20,00:39:22,C°,-0.19,0.31,-0.13,0.63,0.19,0.81,1.5,1.38,1.0,1.56,0.13,0.25,0.25,0.88,0.81,0.94,-0.06,0.69,0.75
2025-08-20,00:40:22,C°,-0.19,0.31,-0.13,0.63,0.25,0.75,1.5,1.38,1.0,1.63,0.19,0.19,0.25,0.81,0.81,0.94,-0.06,0.69,0.75
2025-08-20,00:41:22,C°,-0.13,0.31,-0.13,0.56,0.25,0.75,1.5,1.44,1.0,1.56,0.19,0.25,0.25,0.88,0.81,0.94,-0.06,0.69,0.75
2025-08-20,00:42:22,C°,-0.19,0.31,-0.13,0.63,0.25,0.81,1.5,1.38,1.06,1.56,0.19,0.25,0.25,0.88,0.81,0.94,-0.06,0.69,0.75
2025-08-20,00:43:22,C°,-0.19,0.38,-0.19,0.56,0.19,0.75,1.56,1.38,1.0,1.56,0.19,0.25,0.25,0.88,0.81,0.94,-0.06,0.69,0.75
2025-08-20,00:44:22,C°,-0.19,0.25,-0.13,0.56,0.25,0.75,1.5,1.44,1.06,1.56,0.19,0.25,0.25,0.88,0.81,0.94,-0.06,0.69,0.75
2025-08-20,00:45:22,C°,-0.19,0.31,-0.13,0.63,0.25,0.81,1.5,1.38,1.0,1.56,0.19,0.25,0.25,0.88,0.81,0.94,-0.06,0.69,0.75
2025-08-20,00:46:22,C°,-0.13,0.31,-0.19,0.63,0.25,0.81,1.56,1.44,1.06,1.63,0.19,0.25,0.25,0.88,0.81,0.94,-0.06,0.69,0.75
2025-08-20,00:47:22,C°,-0.13,0.31,-0.19,0.63,0.25,0.81,1.56,1.44,1.06,1.56,0.19,0.25,0.25,0.88,0.81,0.94,-0.06,0.69,0.75
2025-08-20,00:48:22,C°,-0.13,0.31,-0.19,0.63,0.25,0.81,1.56,1.44,1.0,1.56,0.19,0.25,0.25,0.88,0.81,0.94,-0.06,0.75,0.75
2025-08-20,00:49:22,C°,-0.13,0.31,-0.19,0.63,0.25,0.81,1.5,1.44,1.0,1.63,0.19,0.25,0.25,0.88,0.88,0.94,-0.06,0.75,0.75
2025-08-20,00:50:22,C°,-0.13,0.38,-0.13,0.63,0.25,0.81,1.56,1.44,1.06,1.63,0.19,0.25,0.25,0.88,0.81,0.94,-0.06,0.75,0.75
2025-08-20,00:51:22,C°,-0.13,0.38,-0.13,0.63,0.25,0.88,1.56,1.38,1.0,1.56,0.19,0.25,0.25,0.88,0.88,0.94,-0.06,0.75,0.75
2025-08-20,00:52:22,C°,-0.19,0.31,-0.13,0.69,0.31,0.81,1.5,1.44,1.06,1.44,0.19,0.25,0.25,0.88,0.88,0.94,-0.06,0.75,0.75
2025-08-20,00:53:22,C°,-0.19,0.31,-0.13,0.63,0.31,0.81,1.5,1.44,1.06,1.69,0.19,0.25,0.25,0.88,0.88,0.94,-0.06,0.75,0.75
2025-08-20,00:54:22,C°,-0.13,0.38,-0.13,0.69,0.31,0.81,1.56,1.5,1.06,1.63,0.19,0.25,0.25,0.88,0.88,0.94,-0.06,0.75,0.75
2025-08-20,00:55:22,C°,-0.13,0.31,-0.13,0.69,0.31,0.81,1.56,1.44,1.06,1.63,0.19,0.25,0.25,0.88,0.88,0.94,-0.06,0.75,0.75
2025-08-20,00:56:22,C°,-0.13,0.38,-0.13,0.69,0.25,0.81,1.56,1.44,1.13,1.63,0.19,0.25,0.25,0.88,0.88,1.0,-0.06,0.75,0.75
2025-08-20,00:57:22,C°,-0.13,0.31,-0.13,0.63,0.31,0.81,1.56,1.44,1.06,1.63,0.19,0.25,0.25,0.88,0.88,1.0,0.0,0.75,0.75
2025-08-20,00:58:22,C°,-0.19,0.38,-0.13,0.63,0.25,0.81,1.56,1.44,1.06,1.69,0.19,0.25,0.25,0.88,0.88,1.0,-0.06,0.75,0.75
2025-08-20,00:59:22,C°,-0.25,0.31,-0.13,0.69,0.31,0.81,1.56,1.5,1.06,1.69,0.19,0.25,0.25,0.88,0.88,1.0,0.0,0.75,0.75
2025-08-20,01:00:22,C°,-0.13,0.38,-0.13,0.69,0.31,0.81,1.56,1.5,1.06,1.63,0.19,0.25,0.25,0.88,0.88,1.0,0.0,0.75,0.75
2025-08-20,01:01:22,C°,-0.13,0.38,-0.06,0.63,0.31,0.81,1.56,1.5,1.06,1.63,0.19,0.25,0.25,0.88,0.88,1.0,-0.06,0.75,0.75
2025-08-20,01:02:22,C°,-0.06,0.31,-0.13,0.63,0.31,0.81,1.56,1.5,1.13,1.69,0.19,0.25,0.25,0.88,0.88,1.0,0.0,0.75,0.75
2025-08-20,01:03:22,C°,-0.13,0.38,-0.13,0.63,0.31,0.81,1.56,1.5,1.13,1.63,0.19,0.25,0.31,0.94,0.88,1.0,0.0,0.75,0.75
2025-08-20,01:04:22,C°,-0.13,0.38,-0.13,0.63,0.31,0.81,1.56,1.5,1.06,1.69,0.19,0.25,0.31,0.94,0.88,1.0,0.0,0.75,0.75
2025-08-20,01:05:22,C°,-0.19,0.38,-0.13,0.69,0.31,0.81,1.56,1.5,1.06,1.69,0.19,0.25,0.31,0.94,0.94,1.0,0.0,0.75,0.75
2025-08-20,01:06:22,C°,-0.13,0.38,-0.13,0.75,0.31,0.81,1.56,1.5,1.13,1.69,0.19,0.25,0.31,0.94,0.94,1.0,0.0,0.75,0.75
2025-08-20,01:07:22,C°,-0.13,0.38,-0.13,0.69,0.31,0.81,1.56,1.5,1.13,1.69,0.19,0.31,0.25,0.94,0.94,1.0,0.0,0.81,0.75
2025-08-20,01:08:22,C°,-0.06,0.38,-0.13,0.69,0.38,0.81,1.56,1.5,1.06,1.69,0.19,0.31,0.31,0.94,0.94,1.0,0.0,0.81,0.81
2025-08-20,01:09:22,C°,-0.13,0.44,-0.13,0.69,0.38,0.88,1.56,1.44,1.13,1.69,0.19,0.25,0.31,0.94,0.94,1.0,0.0,0.81,0.81
2025-08-20,01:10:22,C°,-0.06,0.38,-0.13,0.69,0.38,0.81,1.56,1.56,1.06,1.69,0.19,0.25,0.31,0.94,0.94,1.0,0.0,0.81,0.75
2025-08-20,01:11:22,C°,-0.25,0.38,-0.13,0.69,0.38,0.81,1.56,1.5,1.13,1.63,0.25,0.31,0.31,0.94,0.94,1.0,0.0,0.81,0.81
2025-08-20,01:12:22,C°,-0.06,0.44,-0.13,0.69,0.38,0.88,1.56,1.5,1.19,1.69,0.19,0.25,0.31,0.94,0.94,1.0,0.0,0.81,0.81
2025-08-20,01:13:22,C°,-0.13,0.38,-0.06,0.69,0.38,0.81,1.63,1.5,1.13,1.69,0.19,0.25,0.31,0.94,0.94,1.06,0.0,0.81,0.81
2025-08-20,01:14:22,C°,-0.13,0.38,-0.13,0.69,0.38,0.88,1.63,1.5,1.13,1.69,0.19,0.31,0.31,0.94,0.94,1.0,0.0,0.81,0.81
2025-08-20,01:15:22,C°,-0.19,0.38,-0.06,0.69,0.38,0.88,1.63,1.5,1.13,1.69,0.25,0.31,0.31,0.94,0.94,1.0,0.0,0.81,0.81
2025-08-20,01:16:22,C°,-0.13,0.44,-0.13,0.69,0.38,0.88,1.63,1.5,1.13,1.69,0.25,0.25,0.31,0.94,0.94,1.06,0.0,0.81,0.81
2025-08-20,01:17:22,C°,-0.13,0.44,-0.06,0.75,0.38,0.88,1.63,1.5,1.13,1.69,0.25,0.25,0.31,0.94,1.0,1.06,0.0,0.81,0.81
2025-08-20,01:18:22,C°,-0.13,0.44,-0.06,0.75,0.44,0.81,1.63,1.5,1.13,1.69,0.25,0.25,0.31,0.94,1.0,1.06,0.0,0.81,0.81
2025-08-20,01:19:22,C°,-0.06,0.5,-0.13,0.75,0.38,0.88,1.63,1.5,1.19,1.69,0.25,0.31,0.31,0.94,1.0,1.06,0.0,0.81,0.81
2025-08-20,01:20:22,C°,-0.13,0.5,-0.06,0.75,0.44,0.88,1.63,1.56,1.13,1.63,0.25,0.31,0.31,0.94,1.0,1.06,0.0,0.81,0.81
2025-08-20,01:21:22,C°,-0.19,0.44,-0.13,0.75,0.44,0.88,1.63,1.56,1.13,1.75,0.25,0.31,0.31,0.94,1.0,1.06,0.0,0.81,0.81
2025-08-20,01:22:22,C°,-0.06,0.44,-0.06,0.75,0.44,0.88,1.63,1.56,1.13,1.69,0.25,0.31,0.31,0.94,1.0,1.06,0.0,0.81,0.81
2025-08-20,01:23:22,C°,-0.13,0.5,-0.13,0.75,0.44,0.88,1.63,1.56,1.13,1.63,0.25,0.31,0.31,0.94,1.0,1.06,0.0,0.88,0.81
2025-08-20,01:24:22,C°,-0.06,0.5,-0.13,0.75,0.44,0.88,1.63,1.56,1.13,1.69,0.25,0.31,0.31,0.94,1.0,1.06,0.0,0.88,0.81
2025-08-20,01:25:22,C°,-0.06,0.5,-0.06,0.75,0.44,0.88,1.63,1.5,1.13,1.69,0.25,0.31,0.31,0.94,1.0,1.06,0.0,0.88,0.81
2025-08-20,01:26:22,C°,-0.06,0.5,-0.06,0.69,0.44,0.94,1.63,1.56,1.13,1.69,0.25,0.31,0.31,0.94,1.0,1.06,0.0,0.88,0.81
2025-08-20,01:27:22,C°,-0.06,0.5,-0.06,0.75,0.44,0.88,1.63,1.56,1.19,1.63,0.25,0.31,0.31,1.0,1.0,1.06,0.0,0.88,0.81
2025-08-20,01:28:22,C°,-0.13,0.56,-0.06,0.75,0.44,0.88,1.63,1.56,1.13,1.75,0.25,0.31,0.31,0.94,1.0,1.06,0.0,0.88,0.81
2025-08-20,01:29:22,C°,-0.13,0.5,-0.13,0.75,0.44,0.88,1.63,1.56,1.13,1.75,0.25,0.31,0.31,1.0,1.0,1.06,0.0,0.88,0.81
2025-08-20,01:30:22,C°,-0.13,0.5,-0.13,0.75,0.44,0.88,1.63,1.56,1.13,1.75,0.25,0.31,0.31,1.0,1.0,1.06,0.0,0.88,0.81
2025-08-20,01:31:22,C°,-0.13,0.5,-0.06,0.75,0.44,0.88,1.63,1.56,1.13,1.75,0.25,0.31,0.31,1.0,1.0,1.06,0.0,0.88,0.81
2025-08-20,01:32:22,C°,-0.19,0.5,-0.06,0.75,0.44,0.81,1.63,1.56,1.13,1.75,0.25,0.31,0.31,1.0,1.0,1.06,0.0,0.88,0.81
2025-08-20,01:33:22,C°,-0.13,0.5,-0.06,0.75,0.44,0.88,1.63,1.63,1.13,1.75,0.25,0.31,0.31,1.0,1.0,1.06,0.0,0.88,0.81
2025-08-20,01:34:22,C°,-0.06,0.56,-0.06,0.75,0.44,0.81,1.63,1.56,1.19,1.75,0.25,0.31,0.31,1.0,1.0,1.06,0.0,0.88,0.81
2025-08-20,01:35:22,C°,-0.19,0.56,-0.06,0.75,0.44,0.88,1.63,1.56,1.13,1.75,0.25,0.31,0.31,1.0,1.0,1.06,0.0,0.88,0.81
2025-08-20,01:36:22,C°,-0.06,0.56,-0.06,0.81,0.5,0.88,1.69,1.56,1.13,1.75,0.25,0.31,0.31,1.0,1.0,1.06,0.0,0.88,0.81
2025-08-20,01:37:22,C°,-0.06,0.56,-0.06,0.81,0.44,0.88,1.63,1.56,1.19,1.75,0.25,0.38,0.31,1.0,1.0,1.06,0.0,0.88,0.81
2025-08-20,01:38:22,C°,-0.13,0.56,-0.06,0.81,0.44,0.88,1.63,1.56,1.19,1.75,0.25,0.38,0.31,1.0,1.0,1.06,0.0,0.88,0.81
2025-08-20,01:39:22,C°,-0.13,0.56,-0.06,0.81,0.5,0.88,1.63,1.56,1.19,1.75,0.25,0.38,0.31,1.0,1.0,1.06,0.0,0.88,0.81
2025-08-20,01:40:22,C°,-0.19,0.56,-0.06,0.75,0.5,0.88,1.63,1.63,1.19,1.81,0.25,0.38,0.31,1.0,1.0,1.06,0.0,0.88,0.81
2025-08-20,01:41:22,C°,-0.13,0.56,-0.06,0.75,0.5,0.88,1.63,1.56,1.19,1.69,0.31,0.38,0.31,1.0,1.06,1.06,0.0,0.88,0.81
2025-08-20,01:42:22,C°,-0.06,0.63,-0.06,0.81,0.5,0.88,1.69,1.63,1.19,1.75,0.25,0.38,0.31,1.0,1.06,1.13,0.0,0.88,0.81
2025-08-20,01:43:22,C°,0.0,0.63,-0.06,0.81,0.5,0.88,1.63,1.63,1.19,1.75,0.25,0.38,0.31,1.0,1.06,1.06,0.0,0.94,0.81
2025-08-20,01:44:22,C°,-0.06,0.56,-0.06,0.75,0.5,0.88,1.69,1.63,1.19,1.75,0.31,0.38,0.31,1.06,1.06,1.13,0.0,0.94,0.81
2025-08-20,01:45:22,C°,-0.13,0.63,-0.06,0.81,0.5,0.88,1.69,1.63,1.19,1.75,0.31,0.38,0.31,1.06,1.06,1.13,0.0,0.94,0.81
2025-08-20,01:46:22,C°,-0.06,0.56,-0.06,0.75,0.56,0.94,1.69,1.63,1.19,1.75,0.31,0.38,0.31,1.06,1.06,1.13,0.0,0.88,0.81
2025-08-20,01:47:22,C°,-0.06,0.63,-0.06,0.81,0.56,0.94,1.69,1.63,1.19,1.75,0.31,0.38,0.31,1.06,1.06,1.13,0.06,0.94,0.81
2025-08-20,01:48:22,C°,0.0,0.63,0.0,0.81,0.56,0.94,1.69,1.63,1.19,1.81,0.31,0.38,0.31,1.06,1.06,1.13,0.06,0.94,0.81
2025-08-20,01:49:22,C°,-0.06,0.63,0.0,0.81,0.56,0.94,1.69,1.63,1.19,1.63,0.31,0.38,0.31,1.06,1.06,1.13,0.06,0.94,0.81
2025-08-20,01:50:22,C°,-0.06,0.63,-0.06,0.75,0.5,0.88,1.69,1.63,1.19,1.81,0.31,0.38,0.31,1.06,1.06,1.13,0.06,0.94,0.81
2025-08-20,01:51:22,C°,-0.06,0.63,-0.06,0.81,0.56,0.88,1.69,1.63,1.19,1.81,0.31,0.38,0.31,1.06,1.06,1.13,0.06,0.94,0.81
2025-08-20,01:52:22,C°,-0.06,0.63,-0.06,0.88,0.56,0.94,1.69,1.63,1.19,1.81,0.31,0.38,0.31,1.06,1.06,1.13,0.06,0.94,0.81
2025-08-20,01:53:22,C°,-0.06,0.63,0.0,0.88,0.56,0.88,1.69,1.63,1.25,1.75,0.31,0.38,0.31,1.06,1.06,1.13,0.06,0.94,0.81
2025-08-20,01:54:22,C°,-0.06,0.63,-0.06,0.81,0.63,0.88,1.69,1.69,1.19,1.81,0.31,0.38,0.31,1.06,1.06,1.13,0.06,0.94,0.81
2025-08-20,01:55:22,C°,-0.06,0.63,-0.06,0.88,0.56,0.94,1.75,1.63,1.25,1.81,0.31,0.38,0.31,1.06,1.06,1.13,0.06,0.94,0.81
2025-08-20,01:56:22,C°,0.0,0.69,0.0,0.88,0.56,0.94,1.69,1.63,1.19,1.81,0.31,0.38,0.31,1.06,1.06,1.13,0.06,0.94,0.81
2025-08-20,01:57:22,C°,-0.06,0.75,0.0,0.81,0.56,0.94,1.69,1.69,1.19,1.81,0.31,0.38,0.31,1.06,1.06,1.13,0.06,0.94,0.81
2025-08-20,01:58:22,C°,-0.06,0.69,0.0,0.81,0.63,0.94,1.69,1.69,1.19,1.81,0.31,0.38,0.31,1.06,1.13,1.13,0.06,0.94,0.88
2025-08-20,01:59:22,C°,-0.06,0.63,0.0,0.88,0.56,0.88,1.69,1.69,1.19,1.63,0.31,0.38,0.31,1.06,1.13,1.13,0.06,0.94,0.81
2025-08-20,02:00:22,C°,-0.06,0.63,-0.06,0.88,0.63,0.88,1.75,1.69,1.19,1.81,0.31,0.38,0.31,1.06,1.13,1.13,0.06,0.94,0.88
2025-08-20,02:01:22,C°,-0.19,0.75,0.0,0.88,0.63,0.88,1.69,1.75,1.25,1.63,0.31,0.44,0.31,1.06,1.13,1.13,0.06,0.94,0.88
2025-08-20,02:02:22,C°,0.0,0.75,0.0,0.88,0.63,0.94,1.69,1.69,1.25,1.81,0.31,0.38,0.31,1.06,1.13,1.13,0.06,0.94,0.88
2025-08-20,02:03:22,C°,-0.06,0.75,-0.06,0.88,0.63,0.94,1.69,1.69,1.19,1.88,0.31,0.38,0.31,1.06,1.13,1.13,0.06,0.94,0.81
2025-08-20,02:04:22,C°,-0.13,0.75,0.0,0.88,0.63,0.94,1.75,1.69,1.25,1.63,0.31,0.44,0.31,1.13,1.13,1.13,0.06,0.94,0.88
2025-08-20,02:05:22,C°,-0.13,0.75,0.0,0.88,0.63,0.94,1.69,1.69,1.25,1.69,0.31,0.44,0.31,1.13,1.13,1.19,0.06,1.0,0.88
2025-08-20,02:06:22,C°,0.0,0.75,0.0,0.88,0.56,0.94,1.69,1.75,1.25,1.81,0.31,0.44,0.31,1.13,1.13,1.13,0.06,1.0,0.88
2025-08-20,02:07:22,C°,-0.06,0.75,0.0,0.88,0.63,0.94,1.69,1.69,1.25,1.81,0.31,0.44,0.31,1.06,1.13,1.13,0.06,0.94,0.81
2025-08-20,02:08:22,C°,-0.06,0.75,0.0,0.88,0.63,0.88,1.69,1.69,1.25,1.81,0.38,0.44,0.31,1.13,1.13,1.19,0.06,0.94,0.81
2025-08-20,02:09:22,C°,-0.06,0.75,0.0,0.88,0.63,0.88,1.69,1.69,1.25,1.81,0.31,0.44,0.31,1.13,1.13,1.13,0.06,1.0,0.81
2025-08-20,02:10:22,C°,-0.06,0.75,0.0,0.94,0.63,0.88,1.75,1.69,1.25,1.88,0.31,0.44,0.31,1.13,1.13,1.13,0.06,1.0,0.88
2025-08-20,02:11:22,C°,0.0,0.75,0.0,0.94,0.63,0.94,1.69,1.69,1.19,1.88,0.38,0.44,0.31,1.13,1.13,1.19,0.06,1.0,0.81
2025-08-20,02:12:22,C°,-0.06,0.75,0.06,0.88,0.63,0.94,1.75,1.69,1.19,1.88,0.38,0.44,0.31,1.13,1.13,1.19,0.06,1.0,0.81
2025-08-20,02:13:22,C°,-0.06,0.75,0.0,0.88,0.63,0.88,1.69,1.69,1.25,1.88,0.31,0.44,0.31,1.13,1.13,1.19,0.06,1.0,0.88
2025-08-20,02:14:22,C°,-0.06,0.81,-0.06,0.94,0.69,0.94,1.69,1.75,1.25,1.88,0.38,0.44,0.31,1.13,1.13,1.19,0.06,1.0,0.88
2025-08-20,02:15:22,C°,0.0,0.81,0.0,0.94,0.69,0.94,1.75,1.69,1.19,1.88,0.38,0.44,0.31,1.13,1.13,1.19,0.06,1.0,0.88
2025-08-20,02:16:22,C°,-0.13,0.81,0.0,0.94,0.63,0.88,1.75,1.75,1.19,1.88,0.38,0.44,0.31,1.13,1.13,1.19,0.06,1.0,0.88
2025-08-20,02:17:22,C°,0.0,0.81,0.0,0.88,0.63,0.94,1.75,1.69,1.19,1.88,0.38,0.44,0.31,1.13,1.13,1.19,0.06,1.0,0.88
2025-08-20,02:18:22,C°,-0.19,0.88,-0.06,0.88,0.63,0.88,1.69,1.75,1.25,1.88,0.38,0.44,0.31,1.13,1.13,1.19,0.06,1.0,0.88
2025-08-20,02:19:22,C°,-0.06,0.88,0.0,0.94,0.63,0.94,1.69,1.75,1.25,1.75,0.38,0.44,0.31,1.13,1.13,1.19,0.06,1.0,0.88
2025-08-20,02:20:22,C°,-0.06,0.88,0.0,0.94,0.69,0.94,1.75,1.75,1.25,1.75,0.38,0.44,0.31,1.13,1.13,1.19,0.06,1.0,0.88
2025-08-20,02:21:22,C°,0.0,0.88,0.0,0.94,0.69,0.94,1.69,1.75,1.25,1.88,0.38,0.44,0.31,1.13,1.13,1.19,0.06,1.0,0.88
2025-08-20,02:22:22,C°,-0.13,0.88,0.0,0.94,0.69,0.94,1.75,1.75,1.25,1.88,0.38,0.44,0.31,1.13,1.13,1.19,0.06,1.0,0.88
2025-08-20,02:23:22,C°,-0.06,0.88,0.0,0.94,0.69,0.94,1.75,1.69,1.25,1.88,0.38,0.44,0.31,1.13,1.19,1.19,0.06,1.0,0.88
2025-08-20,02:24:22,C°,-0.06,0.88,0.0,0.94,0.69,0.94,1.75,1.75,1.31,1.88,0.38,0.44,0.31,1.13,1.19,1.19,0.06,1.0,0.88
2025-08-20,02:25:22,C°,-0.06,0.88,0.06,0.94,0.69,0.94,1.75,1.75,1.25,1.88,0.38,0.5,0.31,1.19,1.13,1.19,0.06,1.0,0.88
2025-08-20,02:26:22,C°,0.0,0.88,0.0,0.94,0.69,0.94,1.75,1.75,1.25,1.88,0.38,0.5,0.31,1.19,1.19,1.19,0.06,1.0,0.88
2025-08-20,02:27:22,C°,0.0,0.88,0.0,0.88,0.69,0.94,1.75,1.75,1.25,1.88,0.38,0.5,0.31,1.13,1.19,1.19,0.06,1.0,0.88
2025-08-20,02:28:22,C°,-0.19,0.94,0.0,0.94,0.69,0.94,1.75,1.75,1.25,1.88,0.38,0.5,0.31,1.19,1.19,1.19,0.06,1.0,0.88
2025-08-20,02:29:22,C°,0.0,0.94,0.0,0.94,0.69,0.94,1.75,1.75,1.25,1.88,0.38,0.5,0.38,1.19,1.19,1.19,0.06,1.0,0.88
2025-08-20,02:30:22,C°,-0.13,0.94,0.0,0.94,0.69,1.0,1.75,1.75,1.31,1.88,0.38,0.5,0.38,1.19,1.19,1.19,0.06,1.06,0.88
2025-08-20,02:31:22,C°,-0.06,0.94,0.0,0.94,0.69,0.88,1.75,1.75,1.25,1.88,0.38,0.5,0.38,1.19,1.19,1.19,0.06,1.06,0.88
2025-08-20,02:32:22,C°,-0.06,0.94,0.0,0.94,0.69,0.94,1.75,1.75,1.25,1.88,0.38,0.5,0.31,1.19,1.19,1.25,0.06,1.06,0.88
2025-08-20,02:33:22,C°,0.0,0.94,0.0,1.0,0.69,0.94,1.75,1.69,1.31,1.94,0.44,0.5,0.31,1.19,1.19,1.19,0.06,1.06,0.88
2025-08-20,02:34:22,C°,-0.06,0.94,0.0,0.94,0.75,1.0,1.75,1.69,1.25,1.81,0.38,0.5,0.38,1.19,1.19,1.19,0.06,1.06,0.88
2025-08-20,02:35:22,C°,0.0,0.94,0.06,0.88,0.69,0.94,1.75,1.75,1.25,1.94,0.38,0.5,0.31,1.19,1.19,1.19,0.13,1.06,0.88
2025-08-20,02:36:22,C°,-0.06,0.94,0.0,0.94,0.69,0.88,1.75,1.75,1.25,1.94,0.38,0.5,0.38,1.19,1.19,1.19,0.13,1.06,0.88
2025-08-20,02:37:22,C°,-0.06,1.0,0.0,0.94,0.69,0.94,1.75,1.75,1.25,1.94,0.38,0.56,0.38,1.19,1.19,1.19,0.06,1.06,0.88
2025-08-20,02:38:22,C°,-0.06,1.0,0.0,0.94,0.69,0.94,1.75,1.81,1.25,1.94,0.44,0.56,0.38,1.19,1.19,1.19,0.13,1.06,0.88
2025-08-20,02:39:22,C°,0.0,1.0,0.0,1.0,0.69,0.94,1.75,1.75,1.25,1.88,0.44,0.56,0.38,1.19,1.19,1.25,0.13,1.06,0.88
2025-08-20,02:40:22,C°,0.0,1.0,0.0,0.94,0.69,1.0,1.75,1.75,1.25,1.94,0.44,0.56,0.31,1.19,1.19,1.25,0.13,1.06,0.88
2025-08-20,02:41:22,C°,0.0,1.0,0.0,0.94,0.69,1.0,1.81,1.75,1.31,1.94,0.44,0.56,0.38,1.19,1.19,1.25,0.13,1.06,0.88
2025-08-20,02:42:22,C°,0.0,1.0,0.0,1.0,0.69,0.88,1.75,1.75,1.25,1.88,0.44,0.56,0.31,1.19,1.19,1.25,0.13,1.06,0.88
2025-08-20,02:43:22,C°,0.0,1.0,0.0,0.94,0.69,0.94,1.81,1.81,1.31,1.94,0.44,0.56,0.38,1.19,1.19,1.25,0.13,1.06,0.88
2025-08-20,02:44:22,C°,-0.06,1.06,0.0,1.0,0.69,1.0,1.81,1.81,1.31,1.94,0.44,0.56,0.38,1.19,1.19,1.25,0.13,1.06,0.88
2025-08-20,02:45:22,C°,-0.06,1.0,0.0,1.0,0.75,0.94,1.75,1.75,1.31,1.94,0.44,0.56,0.38,1.25,1.19,1.25,0.13,1.06,0.88
2025-08-20,02:46:22,C°,0.06,1.0,0.0,0.94,0.75,0.94,1.81,1.75,1.31,1.94,0.44,0.56,0.38,1.19,1.19,1.25,0.13,1.06,0.88
2025-08-20,02:47:22,C°,-0.06,1.06,0.0,0.94,0.75,1.0,1.75,1.75,1.25,1.94,0.44,0.56,0.38,1.25,1.25,1.25,0.13,1.06,0.88
2025-08-20,02:48:22,C°,-0.06,1.06,0.0,0.94,0.75,0.94,1.81,1.81,1.31,1.94,0.44,0.56,0.38,1.25,1.25,1.25,0.13,1.06,0.88
2025-08-20,02:49:22,C°,0.0,1.06,0.0,0.94,0.69,0.94,1.81,1.88,1.31,1.94,0.44,0.63,0.38,1.25,1.19,1.25,0.13,1.06,0.88
2025-08-20,02:50:22,C°,0.0,1.06,0.0,1.0,0.75,0.94,1.75,1.81,1.31,1.94,0.44,0.63,0.38,1.25,1.19,1.25,0.13,1.06,0.88
2025-08-20,02:51:22,C°,-0.06,1.06,0.06,1.0,0.75,0.94,1.75,1.81,1.25,1.94,0.44,0.63,0.38,1.19,1.25,1.25,0.13,1.06,0.88
2025-08-20,02:52:22,C°,0.06,1.06,0.06,1.0,0.75,0.94,1.81,1.81,1.25,1.88,0.44,0.63,0.38,1.25,1.19,1.25,0.13,1.06,0.88
2025-08-20,02:53:22,C°,0.0,1.13,0.06,1.0,0.75,0.94,1.81,1.81,1.25,1.94,0.44,0.63,0.38,1.25,1.25,1.25,0.13,1.06,0.88
2025-08-20,02:54:22,C°,0.0,1.06,0.06,1.0,0.75,0.94,1.81,1.81,1.31,1.94,0.44,0.63,0.38,1.25,1.25,1.25,0.13,1.06,0.88
2025-08-20,02:55:22,C°,0.06,1.13,0.06,1.0,0.69,1.0,1.81,1.81,1.25,1.94,0.44,0.63,0.38,1.25,1.25,1.25,0.13,1.06,0.88
2025-08-20,02:56:22,C°,0.0,1.06,0.06,1.0,0.69,0.94,1.75,1.81,1.25,1.94,0.44,0.63,0.38,1.25,1.25,1.25,0.13,1.13,0.88
2025-08-20,02:57:22,C°,0.0,1.13,0.0,0.94,0.69,0.94,1.81,1.81,1.25,1.94,0.44,0.63,0.38,1.25,1.25,1.25,0.13,1.13,0.88
2025-08-20,02:58:22,C°,0.0,1.13,0.0,1.0,0.75,0.94,1.75,1.81,1.25,1.94,0.44,0.63,0.38,1.25,1.25,1.25,0.13,1.13,0.88
2025-08-20,02:59:22,C°,-0.06,1.19,0.06,1.0,0.75,0.94,1.75,1.81,1.31,1.94,0.5,0.63,0.38,1.25,1.25,1.25,0.13,1.06,0.88
2025-08-20,03:00:22,C°,0.0,1.13,0.06,1.0,0.75,1.0,1.75,1.81,1.31,1.88,0.5,0.63,0.38,1.25,1.25,1.25,0.06,1.13,0.88
2025-08-20,03:01:22,C°,-0.13,1.13,0.0,1.0,0.75,1.0,1.81,1.81,1.31,1.94,0.5,0.63,0.38,1.25,1.25,1.25,0.13,1.13,0.88
2025-08-20,03:02:22,C°,-0.13,1.13,0.0,1.0,0.75,1.0,1.75,1.81,1.31,1.94,0.5,0.69,0.38,1.25,1.25,1.25,0.13,1.13,0.88
2025-08-20,03:03:22,C°,-0.06,1.13,0.06,1.0,0.75,0.94,1.81,1.81,1.31,1.88,0.5,0.69,0.38,1.25,1.25,1.25,0.13,1.13,0.88
2025-08-20,03:04:22,C°,-0.06,1.19,0.0,1.0,0.75,1.0,1.81,1.81,1.31,1.88,0.5,0.69,0.38,1.25,1.25,1.25,0.13,1.13,0.88
2025-08-20,03:05:22,C°,0.06,1.19,0.06,1.0,0.75,1.0,1.81,1.81,1.31,1.94,0.5,0.69,0.38,1.31,1.25,1.25,0.13,1.13,0.88
2025-08-20,03:06:22,C°,0.0,1.19,0.06,1.0,0.81,0.94,1.81,1.81,1.31,1.94,0.5,0.69,0.38,1.31,1.25,1.25,0.13,1.13,0.88
2025-08-20,03:07:22,C°,0.06,1.19,0.06,1.06,0.75,1.0,1.75,1.88,1.31,1.94,0.5,0.69,0.38,1.31,1.25,1.25,0.13,1.13,0.88
